project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label	R1_filesize	R2_filesize	is_excluded
Eucalyptus suggrandis CCA1153 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455924	1711554	1457032	1455925	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsugsequencing_5_FD"",""Eucsugsequencing_5_FD"")	CCA1153	Eucsugsequencing_5_FD	R067/T04	Eucalyptus suggrandis subsp. suggrandis	DN 1128	Twertup, WA	67	1995	4	1128		1994-11-23	Eucalyptus suggrandis subsp. suggrandis	Twertup FRNP, WA	Mallee 3m tall. Bark smooth, light grey. Leaves glossy, green. Operculum red, warty. Growing with E. decens, E. scyphocalyx, E. uncinata and E. flocktoniae. A Photo	-34.0247222222222	119.375277777778	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	suggrandis	suggrandis	E_suggrandis_suggrandis_2	1828474931	2048459927	FALSE
Eucalyptus sweedmaniana CCA5643 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454916	3932	1456528	1454917	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucswesequencing_4_FD"",""Eucswesequencing_4_FD"")	CCA5643	Eucswesequencing_4_FD	R311/T02	Eucalyptus sweedmaniana	DN 5487	Cape Arid, WA	311	2011	2	5487		2010-03-22	Eucalyptus sweedmaniana	560 m SW of Thomas Fishery campsite, Cape Arid, Western Australia.	Sprawling mallee 1 metre tall, reduced in size by coastal exposure and frequent fires. leaves variable in size. About 100 plants here, below lateritic breakaway on quartz gravely sand with some Eucalyptus extrica. PERTH + seed + photos	-33.9961111111111	123.2175	Eucalyptus	Symphyomyrtus	Dumaria	Tetrapterae		sweedmaniana		E_sweedmaniana	4397631055	5436309743	FALSE
Eucalyptus synandra CCA0253 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455560	1711557	1456850	1455561	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsynsequencing_7_FD"",""Eucsynsequencing_7_FD"")	CCA0253	Eucsynsequencing_7_FD	R019/T09	Eucalyptus synandra	DN 297	Jingymia, WA	19	1993	9	297		1992-12-13	Eucalyptus synandra	5.2km S of Jungymia	Mallee to 5m tall, scraggly, weeping branches. No other Eucalypt species in immediate surrounds. Pink tan over white smooth bark. Dull green leaves, glaucous branchlets. Flowers cream, maturing pink, in early flower, buds cream or pink	-30.5147222222222	117.409722222222	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_1	2968088835	3756006227	FALSE
Eucalyptus synandra CCA0254 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455562	1711557	1456851	1455563	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsynsequencing_6_FD"",""Eucsynsequencing_6_FD"")	CCA0254	Eucsynsequencing_6_FD	R019/T10	Eucalyptus synandra	DN 297	Jingymia, WA	19	1993	10	297		1992-12-13	Eucalyptus synandra	5.2km S of Jungymia	Mallee to 5m tall, scraggly, weeping branches. No other Eucalypt species in immediate surrounds. Pink tan over white smooth bark. Dull green leaves, glaucous branchlets. Flowers cream, maturing pink, in early flower, buds cream or pink	-30.5147222222222	117.409722222222	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_2	3049090308	3803014400	FALSE
Eucalyptus synandra CCA5822 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455082	1711557	1456611	1455083	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsynsequencing_8_FD"",""Eucsynsequencing_8_FD"")	CCA5822	Eucsynsequencing_8_FD	R318/T01	Eucalyptus synandra	DN 5588	Karara, WA	318	2011	1	5588		2010-03-30	Eucalyptus synandra	Ca. 700 m SW of John Forest Lookout, Karara area, Western Australia.	Mallee to 3 m tall. Bark smooth throughout, pinkish over powdery white. Leaves dull, blue-green. Branchlets distinctly glossy and dark purple.  About six mallees on rocky ridge of loam and banded ironstone, in open shrubland, with some Eucalyptus loxophleba ssp. supralaevis nearby. CANB, PERTH + seed + photos	-29.3136111111111	116.725555555556	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_3	2375641780	2899542590	FALSE
Eucalyptus synandra CCA5823 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455078	1711557	1456609	1455079	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucsynsequencing_9_FD"",""Eucsynsequencing_9_FD"")	CCA5823	Eucsynsequencing_9_FD	R318/T03	Eucalyptus synandra	DN 5588	Karara, WA	318	2011	3	5588		2010-03-30	Eucalyptus synandra	Ca. 700 m SW of John Forest Lookout, Karara area, Western Australia.	Mallee to 3 m tall. Bark smooth throughout, pinkish over powdery white. Leaves dull, blue-green. Branchlets distinctly glossy and dark purple.  About six mallees on rocky ridge of loam and banded ironstone, in open shrubland, with some Eucalyptus loxophleba ssp. supralaevis nearby. CANB, PERTH + seed + photos	-29.3136111111111	116.725555555556	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Leptopodae	synandra		E_synandra_4	2990583970	3883654760	FALSE
Eucalyptus talyuberlup CCA0597 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455822	1711558	1456981	1455823	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctalsequencing_2_FD"",""Euctalsequencing_2_FD"")	CCA0597	Euctalsequencing_2_FD	R043/T06	Eucalyptus talyuberlup	DN 228	Stirling Rngs NP, WA	43	1994	6	228		1992-12-10	Eucalyptus talyuberlup	4.2km W of Chester Pass along Stirling Range Drive	Large mallee 7m tall. Growing in a E. calophylla and E. marginata forest on a rocky slope. Bark smooth grey.	-34.3708333333333	118.074166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Cornutae	Liberae	talyuberlup		E_talyuberlup	134733650	136670996	TRUE
Eucalyptus tenera CCA0204 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455520	1711560	1456830	1455521	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctensequencing_6_FD"",""Euctensequencing_6_FD"")	CCA0204	Euctensequencing_6_FD	R016/T18	Eucalyptus tenera	DN 238	Lake Chinocup, WA	16	1993	18	238		1992-12-10	Eucalyptus tenera	WA	Small mallee to 4m tall. Growing on white sand with E. flocktoniae, E. obesa, E. pileata and E. sparsicoma. Bark brown glossy. Leaves olive green.	-33.5311111111111	118.376944444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tenera		E_tenera_1	3211268229	3985643489	FALSE
Eucalyptus tenera CCA0441 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455716	1711560	1456928	1455717	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctensequencing_8_FD"",""Euctensequencing_8_FD"")	CCA0441	Euctensequencing_8_FD	R027/T20	Eucalyptus tenera	DN 310	Dragon Rocks, WA	27	1993	20	310		1992-12-13	Eucalyptus tenera	Track to Dragon Rocks, south of Hyden, Western Australia.	Whipstick mallee to 3.5m tall. Smooth grey stems. Glossy dark green leaves. In full flower (pale yellow to yellow). Growing on white sand with E. suggrandis ssp. alipes and E. phaenophylla.	-32.7655555555556	119.090555555556	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tenera		E_tenera_2	3951884057	5014054977	FALSE
Eucalyptus tenuis CCA0191 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455512	1711561	1456826	1455513	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctensequencing_7_FD"",""Euctensequencing_7_FD"")	CCA0191	Euctensequencing_7_FD	R016/T01	Eucalyptus tenuis	DN 326	Mt Day, WA	16	1993	1	326		1992-12-15	Eucalyptus tenuis	North of Hyden to Norseman track on the Mt Day track, Western Australia.	Whipstick mallet to 8m tall. Smooth cream or light grey bark. Glossy green leaves. Growing in Eucalypt thickets with E. extensa, E. dundasii and E. urna with no understory.	-32.1241666666667	120.492222222222	Eucalyptus	Symphyomyrtus	Dumaria	Rufispermae		tenuis		E_tenuis	3574288501	4543169340	FALSE
Eucalyptus tephroclada CCA0365 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455620	3932	1456880	1455621	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctepsequencing_2_FD"",""Euctepsequencing_2_FD"")	CCA0365	Euctepsequencing_2_FD	R024/T16	Eucalyptus tephroclada	DN 314	Hyden, WA	24	1993	16	314		1992-12-13	Eucalyptus tephroclada	Between Karlgarin and Hyden, Western Australia.	Mallee to 3m tall. Brownish-grey, smooth bark. Glossy olive green leaves. Glaucous twigs. Growing with E. transcontinentalis.	-32.4586111111111	118.831666666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Erectae	Abundae	tephroclada		E_tephroclada	3878337422	5011276473	FALSE
Eucalyptus terebra CCA0128 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455458	1711563	1456799	1455459	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_8_FD"",""Euctersequencing_8_FD"")	CCA0128	Euctersequencing_8_FD	R013/T26	Eucalyptus terebra	DN 117	Balladonia, WA	13	1993	26	117		1992-12-06	Eucalyptus terebra		Growing in pure stands. Photo in Eucs.2  is collection site.	-32.2747222222222	123.465555555556	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		terebra		E_terebra	3152242400	3918326412	FALSE
Eucalyptus NA CCA1581 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456232	3932	1457186	1456233	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_55_FD"",""EucNAsequencing_55_FD"")	CCA1581	EucNAsequencing_55_FD	R090/T09	Eucalyptus tereticornis subsp. rotunda	DN 1272	Carnarvon Range, Qld	90	1996	9	1272		1995-04-10	Eucalyptus amplifolia subsp. conseuloensis ms	Carnarvon National Park, Mt. Moffat Section, QLD	Tree 10m tall. Bark ± smooth, tan and grey over cream. On flat ground with E. melliodora and also E. grisea nearby. - also seen below slope. Photo AD, CANB	-24.9075	148.0425								E_tereticornis_rotunda_1	2921678288	3636513711	FALSE
Eucalyptus NA CCA1583 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456234	3932	1457187	1456235	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_54_FD"",""EucNAsequencing_54_FD"")	CCA1583	EucNAsequencing_54_FD	R090/T11	Eucalyptus tereticornis subsp. rotunda	DN 1272	Carnarvon Range, Qld	90	1996	11	1272		1995-04-10	Eucalyptus amplifolia subsp. conseuloensis ms	Carnarvon National Park, Mt. Moffat Section, QLD	Tree 10m tall. Bark ± smooth, tan and grey over cream. On flat ground with E. melliodora and also E. grisea nearby. - also seen below slope. Photo AD, CANB	-24.9075	148.0425								E_tereticornis_rotunda_2	4842542711	6421794502	FALSE
Eucalyptus tereticornis CCA1386 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456084	183855	1457112	1456085	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_5_FD"",""Euctersequencing_5_FD"")	CCA1386	Euctersequencing_5_FD	R080/T07	Eucalyptus tereticornis subsp. tereticornis	CSIRO 13398	Kupiano, PNG	80	1999	7									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_1	3416009495	4193288955	FALSE
Eucalyptus tereticornis CCA1389 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456086	183855	1457113	1456087	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_7_FD"",""Euctersequencing_7_FD"")	CCA1389	Euctersequencing_7_FD	R080/T10	Eucalyptus tereticornis subsp. tereticornis	CSIRO 13398	Kupiano, PNG	80	1999	10									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_2	2882873343	3492856031	FALSE
Eucalyptus tereticornis CCA1393 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456088	183855	1457114	1456089	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctersequencing_6_FD"",""Euctersequencing_6_FD"")	CCA1393	Euctersequencing_6_FD	R080/T28	Eucalyptus tereticornis subsp. tereticornis	CSIRO 13661	Mount Molloy, Qld	80	1999	28									Eucalyptus	Symphyomyrtus	Exsertaria	Exsertae	Erythroxyla	tereticornis	tereticornis	E_tereticornis_tereticornis_3	2925789344	3512935947	FALSE
Eucalyptus NA CCA1562 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456214	3932	1457177	1456215	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_65_FD"",""EucNAsequencing_65_FD"")	CCA1562	EucNAsequencing_65_FD	R089/T21	Eucalyptus tholiformis	DN 1279	Springsure, Qld	89	1996	21	1279		1995-04-11	Eucalyptus tholoformis	South-west of Springsure, QLD	Tree 10m tall. Bark rough, deeply furrowed, almost black. Leaves dull, blue green. On sandstone-conglomerate ridge with E. scabrida and E. melanophloia. Photo AD	-24.3969444444444	147.371388888889								E_tholiformis_1	1985667742	2396991881	FALSE
Eucalyptus NA CCA1563 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456216	3932	1457178	1456217	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/EucNAsequencing_64_FD"",""EucNAsequencing_64_FD"")	CCA1563	EucNAsequencing_64_FD	R089/T22	Eucalyptus tholiformis	DN 1279	Springsure, Qld	89	1996	22	1279		1995-04-11	Eucalyptus tholoformis	South-west of Springsure, QLD	Tree 10m tall. Bark rough, deeply furrowed, almost black. Leaves dull, blue green. On sandstone-conglomerate ridge with E. scabrida and E. melanophloia. Photo AD	-24.3969444444444	147.371388888889								E_tholiformis_2	1992850798	2407245896	FALSE
Eucalyptus thozetiana CCA1574 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456228	1711569	1457184	1456229	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucthosequencing_FD"",""Eucthosequencing_FD"")	CCA1574	Eucthosequencing_FD	R090/T01	Eucalyptus thozetiana	DN 1281	Jericho, Qld	90	1996	1	1281		1995-04-11	Eucalyptus thozetiana	Between Alpha and Jericho, QLD	Tree 6m high, others to 12m. Bark smooth, white. Leaves very glossy, green. Growing on high rise with E. cambageana. Photo AD	-23.6197222222222	146.256111111111	Eucalyptus	Symphyomyrtus	Adnataria	Subbuxeales		thozetiana		E_thozetiana	4041897305	5153877835	FALSE
Eucalyptus torquata CCA0593 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455820	183858	1456980	1455821	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctorsequencing_3_FD"",""Euctorsequencing_3_FD"")	CCA0593	Euctorsequencing_3_FD	R043/T01	Eucalyptus torquata	DN 135	Norseman, WA	43	1994	1	135		1992-12-06	Eucalyptus torquata	North-west of Norseman, just W of Coolgardie - Esperance Hwy, Western Australia.	In flower (pink). Leaves dull, grey-green. Scattered with Eucalyptus lesoufii and E. celastroides subsp. celastroides.	-32.1363888888889	121.693055555556	Eucalyptus	Symphyomyrtus	Dumaria	Torquatae		torquata		E_torquata	1169119684	1291853935	FALSE
Eucalyptus tortilis CCA0119 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455446	1711570	1456793	1455447	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctorsequencing_4_FD"",""Euctorsequencing_4_FD"")	CCA0119	Euctorsequencing_4_FD	R013/T07	Eucalyptus tortilis	DN 130	Norseman, WA	13	1993	7	130		1992-12-06	Eucalyptus tortilis		Growing with E. lesoufii. Steep branching habit.	-32.0638888888889	122.205833333333	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Contortae		tortilis		E_tortilis	3626990000	4569880701	FALSE
Eucalyptus transcontinentalis CCA0552 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455800	1711571	1456970	1455801	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Euctrasequencing_2_FD"",""Euctrasequencing_2_FD"")	CCA0552	Euctrasequencing_2_FD	R041/T17	Eucalyptus transcontinentalis	DN 550	Higginsville, WA	41	1994	17	550		1993-10-06	Eucalyptus transcontinentalis	Between Norseman and Kambalda on Highway, WA	Tall erect tree 12m tall. Bark smooth throughout, pale grey. Leaves dull blue green. Flowers pale yellow. Twigs and immature fruit glaucous. Growing on red loam with E. lesoufii and E. salmonophloia. AD, CANB, PERTH	-31.8141666666667	121.663611111111	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decurrentes	transcontinentalis		E_transcontinentalis	2275625868	2420148192	FALSE
