project_name	principal_investigator	scientific_program	product_name	status	status_date	user_program	proposal	jgi_project_id	taxonomy_id	sequencing_project_id	analysis_project_id	project_manager	portal_id	field_id	folder_name	row_tree	current_name	voucher	provenance	rownum	year_planted	treenum	dnnumber	field_comments	date	field_determination	location	description	latitude	longitude	genus	subgenus	section	series	subseries	species	subspecies	tip_label
Eucalyptus varia CCA1458 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456138	3932	1457139	1456139	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvarsequencing_9_FD"",""Eucvarsequencing_9_FD"")	CCA1458	Eucvarsequencing_9_FD	R085/T22	Eucalyptus varia	DN 163	Scaddan, WA	85	1996	22	163		1992-12-06	Eucalyptus varia (salsuginosa)		Spreading mallee to 3m, on salty, dry, creek bed. Bark rough to 20cm high. Leaves dull yellowish green.	-33.5172222222222	121.671944444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	varia		E_varia_2
Eucalyptus varia CCA1459 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456140	3932	1457140	1456141	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvarsequencing_8_FD"",""Eucvarsequencing_8_FD"")	CCA1459	Eucvarsequencing_8_FD	R085/T23	Eucalyptus varia	DN 163	Scaddan, WA	85	1996	23	163		1992-12-06	Eucalyptus varia (salsuginosa)		Spreading mallee to 3m, on salty, dry, creek bed. Bark rough to 20cm high. Leaves dull yellowish green.	-33.5172222222222	121.671944444444	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	varia		E_varia_3
Eucalyptus vegrandis CCA2882 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456384	1711581	1457262	1456385	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvegsequencing_5_FD"",""Eucvegsequencing_5_FD"")	CCA2882	Eucvegsequencing_5_FD	R134/T10	Eucalyptus vegrandis subsp. recondita	DN 1621	Borden, WA	134	1997	10	1621		1996-01-20	Eucalyptus vegrandis subsp. recondita	Formby South Road, north of Stirling Ranges, WA	Mallee 5m tall. Bark smooth, ribbony, coppery. Leaves glossy, olive green. In gravelly clay with E. annulata, E. glomerifica, E. porphyrea and E. phaenophylla (E. platypus S.S. nearby). PERTH, CANB	-34.1944444444444	118.073333333333	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	recondita	E_vegrandis_recondita_1
Eucalyptus vegrandis CCA2891 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-29	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456394	1711581	1457267	1456395	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvegsequencing_6_FD"",""Eucvegsequencing_6_FD"")	CCA2891	Eucvegsequencing_6_FD	R134/T25	Eucalyptus vegrandis subsp. recondita	DN 1883	Amelup, WA	134	1997	25	1883		1996-10-08	Eucalyptus vegrandis subsp. recondita	East of Amelup, north of Stirling Rng, WA	Mallee 2.5m tall. Bark ± smooth. Leaves glossy, dark olive-green. Growing with E. annulata and E. pleurocarpa. PERTH	-34.2636111111111	118.243055555556	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	recondita	E_vegrandis_recondita_2
Eucalyptus vegrandis CCA0076 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455418	1711581	1456779	1455419	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvegsequencing_7_FD"",""Eucvegsequencing_7_FD"")	CCA0076	Eucvegsequencing_7_FD	R011/T31	Eucalyptus vegrandis subsp. vegrandis	DN 207	Jerramungup, WA	11	1993	31	207		1992-12-09	Eucalyptus vegrandis subsp. vegrandis		Mallee 4m tall. Bark smooth.	-34.0725	119.045277777778	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	vegrandis	E_vegrandis_vegrandis_1
Eucalyptus vegrandis CCA0236 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455550	1711581	1456845	1455551	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvegsequencing_4_FD"",""Eucvegsequencing_4_FD"")	CCA0236	Eucvegsequencing_4_FD	R018/T04	Eucalyptus vegrandis subsp. vegrandis	DN 201	near Needilup, WA	18	1993	4	201		1992-12-09	Eucalyptus vegrandis subsp. vegrandis	Opposite loading shed, WA	Mallee to 4m tall with E. xanthonema ssp. xanthonema and  E. astringens.	-33.9544444444444	118.769722222222	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Clinatae		vegrandis	vegrandis	E_vegrandis_vegrandis_2
Eucalyptus verrucata CCA0661 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-01-22	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455884	582381	1457012	1455885	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucversequencing_2_FD"",""Eucversequencing_2_FD"")	CCA0661	Eucversequencing_2_FD	R045/T29	Eucalyptus verrucata	DN 455	Mirrawana Gap, Vic	45	1994	29	455		1993-07-14	Eucalyptus verrucata	400m east of Mirrawana Gap, Grampians, Vic.	Mallee 1m tall, some up to 2.5m. Bark rough and stringy or smooth dark grey. Leaves glossy green. Growing as dominant Eucalypt on steep north facing slope with E. alaticaulis. No integration with E. baxteri seen.	-37.4333333333333	142.45	Eucalyptus	Eucalyptus	Eucalyptus	Pachyphloiae		verrucata		E_verrucata
Eucalyptus victrix CCA0005 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455366	1230916	1456753	1455367	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvicsequencing_7_FD"",""Eucvicsequencing_7_FD"")	CCA0005	Eucvicsequencing_7_FD	R009/T14	Eucalyptus victrix	-	Gibson Desert, WA	9	1993	14									Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		victrix		E_victrix_1
Eucalyptus victrix CCA5829 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455074	1230916	1456607	1455075	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvicsequencing_5_FD"",""Eucvicsequencing_5_FD"")	CCA5829	Eucvicsequencing_5_FD	R318/T13	Eucalyptus victrix	DN 5568	Murchison House	318	2011	13	5568		2010-03-29	Eucalyptus victrix	Murchison House Station, N side of Murchison River, Western Australia.	Multi-stemmed tree 7 metres tall. Bark smooth throughout, very pale grey over powdery white. Leaves dull, blue-green. On sandy alluvial soil below sandstone ridge with Eucalyptus camaldulensis subsp. arida. CANB, PERTH + seed + photos	-27.6444444444444	114.231944444444	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		victrix		E_victrix_2
Eucalyptus victrix CCA5831 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-08-15	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455072	1230916	1456606	1455073	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvicsequencing_6_FD"",""Eucvicsequencing_6_FD"")	CCA5831	Eucvicsequencing_6_FD	R318/T16	Eucalyptus victrix	DN 5568	Murchison House	318	2011	16	5568		2010-03-29	Eucalyptus victrix	Murchison House Station, N side of Murchison River, Western Australia.	Multi-stemmed tree 7 metres tall. Bark smooth throughout, very pale grey over powdery white. Leaves dull, blue-green. On sandy alluvial soil below sandstone ridge with Eucalyptus camaldulensis subsp. arida. CANB, PERTH + seed + photos	-27.6444444444444	114.231944444444	Eucalyptus	Symphyomyrtus	Adnataria	Striolatae		victrix		E_victrix_3
Eucalyptus viminalis CCA1368 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456072	155764	1457106	1456073	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvimsequencing_6_FD"",""Eucvimsequencing_6_FD"")	CCA1368	Eucvimsequencing_6_FD	R075/T28	Eucalyptus viminalis subsp. cygnetensis	DN 941	Port Lincoln 1, SA	75	1995	28	941		1994-07-17	Eucalyptus viminalis subsp. cygnetensis	South-west of Port Lincoln, Eyre peninsula, S.A.	Tumbledown tree to 7 metres tall. Bark rough, chunky and hard, grey-brown to small branches. Leaves glossy, green. Growing on rocky limestone outcrop with Allocasuarina verticillata, Eucalyptus diversifolia and E. albopurpurea. Prints 8, 9	-34.8294444444444	135.688611111111	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	cygnetensis	E_viminalis_cygnetensis
Eucalyptus viminalis CCA5899 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455236	155764	1456688	1455237	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvimsequencing_8_FD"",""Eucvimsequencing_8_FD"")	CCA5899	Eucvimsequencing_8_FD	R340/T03	Eucalyptus viminalis subsp. hentyensis	DN 6961	Zeehan, Tas	340	2017	3	6961		2015-04-29	Eucalyptus sp. Cable Haul Road	Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.	Erect-stemmed mallee to 6 metres tall. Bark rough for 1-2 metres, dark grey (like Eucalytpus hypolaena), smooth above. Leaves variable in gloss from plant to plant, dull to quite glossy, mostly green but some new growth lightly blue-green. No parts glaucous. Common here on slightly undulating red sand with Eucalyptus sp. Kitchener, E. gongylocarpa, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. PERTH Photos of several plants.	-30.5925	124.357777777778	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	hentyensis	E_viminalis_hentyensis_1
Eucalyptus viminalis CCA5900 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455238	155764	1456689	1455239	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvimsequencing_7_FD"",""Eucvimsequencing_7_FD"")	CCA5900	Eucvimsequencing_7_FD	R340/T04	Eucalyptus viminalis subsp. hentyensis	DN 6961	Zeehan, Tas	340	2017	4	6961		2015-04-29	Eucalyptus sp. Cable Haul Road	Kitchener to Tjuntjunjarra road, west of Cable Haul Road, Western Australia.	Erect-stemmed mallee to 6 metres tall. Bark rough for 1-2 metres, dark grey (like Eucalytpus hypolaena), smooth above. Leaves variable in gloss from plant to plant, dull to quite glossy, mostly green but some new growth lightly blue-green. No parts glaucous. Common here on slightly undulating red sand with Eucalyptus sp. Kitchener, E. gongylocarpa, E. platycorys, E. youngiana and E. mannensis subsp. mannensis in mallee shrubland. PERTH Photos of several plants.	-30.5925	124.357777777778	Eucalyptus	Symphyomyrtus	Maidenaria	Viminales	Lanceolatae	viminalis	hentyensis	E_viminalis_hentyensis_2
Eucalyptus virginea CCA5648 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-09	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1454920	2654258	1456530	1454921	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvirsequencing_3_FD"",""Eucvirsequencing_3_FD"")	CCA5648	Eucvirsequencing_3_FD	R311/T12	Eucalyptus virginea	DN 5536	Meelup, WA	311	2011	12	5536		2010-03-25	Eucalyptus virginea	300 m N of Meelup hill car park, Western Australia.	Scraggy mallee-like tree to 7 m tall, with numerous stems. Bark smooth throughout, pinkish-grey over white. Leaves strongly discolorous, very slightly glossy and dark green above. Three clumps here, each ca. 15 m in diameter, on slight northerly slope in low open woodland of Corymbia calophylla and some Eucalyptus marginata subsp. marginata. CANB, PERTH + seed + photos	-33.5811111111111	115.090277777778	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Inflexae	virginea		E_virginea
Eucalyptus vokesensis CCA1491 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2025-02-04	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1456162	1711587	1457151	1456163	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucvoksequencing_2_FD"",""Eucvoksequencing_2_FD"")	CCA1491	Eucvoksequencing_2_FD	R087/T01	Eucalyptus vokesensis	DN 1502	Maralinga, SA	87	1996	1	1502		1995-09-14	Eucalyptus socialis subsp. victoriensis		Mallee 4m tall. Bark rough over lower half of stems, loose, tan grey. Leaves dull, blue grey. Leaves, twigs, buds and fruits glaucous. Flowers yellow. On red sand with E. eremicola. Photos AD	-29.7308333333333	131.085833333333	Eucalyptus	Symphyomyrtus	Bisectae	Subulatae	Decussatae	vokesensis		E_vokesensis
Eucalyptus wandoo CCA0085 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455428	183859	1456784	1455429	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwansequencing_8_FD"",""Eucwansequencing_8_FD"")	CCA0085	Eucwansequencing_8_FD	R012/T05	Eucalyptus wandoo subsp. pulverea	DN 285	Watheroo, WA	12	1993	5	285		1992-12-13	Eucalyptus wandoo subsp. pulverea		Tree 8m tall. Growing on brown clay loam with E. loxophleba ssp. supralaevis. Light grey over white powdery bark and slightly glaucous bark. Leaves dull blue-green	-30.2411111111111	116.039166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	wandoo	pulverea	E_wandoo_pulverea_1
Eucalyptus wandoo CCA0088 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455430	183859	1456785	1455431	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwansequencing_7_FD"",""Eucwansequencing_7_FD"")	CCA0088	Eucwansequencing_7_FD	R012/T08	Eucalyptus wandoo subsp. pulverea	DN 285	Watheroo, WA	12	1993	8	285		1992-12-13	Eucalyptus wandoo subsp. pulverea		Tree 8m tall. Growing on brown clay loam with E. loxophleba ssp. supralaevis. Light grey over white powdery bark and slightly glaucous bark. Leaves dull blue-green	-30.2411111111111	116.039166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	wandoo	pulverea	E_wandoo_pulverea_2
Eucalyptus wandoo CCA0346 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455628	183859	1456884	1455629	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwansequencing_6_FD"",""Eucwansequencing_6_FD"")	CCA0346	Eucwansequencing_6_FD	R023/T30	Eucalyptus wandoo subsp. wandoo	DN 230	Stirling Range, WA	23	1993	30	230		1992-12-10	Eucalyptus wandoo subsp. wandoo	Stirling Range Drive, Stirling Range National Park, Western Australia.	Large tree 25 metres tall, 50cm diameter. Bark smooth, streaky bark cream under grey, young trees rough barked. PERTH	-34.3536111111111	118.069166666667	Eucalyptus	Symphyomyrtus	'Glandulosae' ms	Levispermae	Levispermae	wandoo	wandoo	E_wandoo_wandoo
Eucalyptus websteriana CCA0142 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455470	1711589	1456805	1455471	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwebsequencing_9_FD"",""Eucwebsequencing_9_FD"")	CCA0142	Eucwebsequencing_9_FD	R014/T07	Eucalyptus websteriana	DN 138	Norseman, WA	14	1993	7	138		1992-12-06	Eucalyptus websteriana	C.  600m in W of causeway, N of Norseman then 100m south of road	Mallee 2m tall foliage to ground level. On ironstone in dense Casuarina. Minirichi bark.	-32.1533333333333	121.736111111111	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_1
Eucalyptus websteriana CCA0143 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455472	1711589	1456806	1455473	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwebsequencing_10_FD"",""Eucwebsequencing_10_FD"")	CCA0143	Eucwebsequencing_10_FD	R014/T08	Eucalyptus websteriana	DN 138	Norseman, WA	14	1993	8	138		1992-12-06	Eucalyptus websteriana	C.  600m in W of causeway, N of Norseman then 100m south of road	Mallee 2m tall foliage to ground level. On ironstone in dense Casuarina. Minirichi bark.	-32.1533333333333	121.736111111111	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_2
Eucalyptus websteriana CCA0326 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-04-19	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455646	1711589	1456893	1455647	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwebsequencing_8_FD"",""Eucwebsequencing_8_FD"")	CCA0326	Eucwebsequencing_8_FD	R022/T20	Eucalyptus websteriana	DN 331	Red Hill, WA	22	1993	20	331		1992-12-15	Eucalyptus websteriana	Top of Red Hill	Small dense mallee to 3m tall. Growing in red stones of W side of hill. Red-brown over yellowish minirichi bark. Dull, blue-green, slightly crenulate  leaves. Leaf petioles & buds glaucous	-31.2116666666667	121.671388888889	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_3
Eucalyptus websteriana CCA6085 Currency Creek Resequencing	Alexander Myburg zander.myburg@up.ac.za	Plant/large euk	Plant Resequencing, Isolate	Complete	2024-02-12	CSP 2022	Eucalypt genomic resources for woody biomass production and carbon drawdown	1455346	1711589	1456743	1455347	Kerrie Barry kwbarry@lbl.gov	=HYPERLINK(""http://genome.jgi.doe.gov/Eucwebsequencing_12_FD"",""Eucwebsequencing_12_FD"")	CCA6085	Eucwebsequencing_12_FD	R346/T24	Eucalyptus websteriana	DN 6947	PCN Baseline Rd, WA	346	2017	24	6947		2015-04-28	Eucalyptus websteriana subsp. websteriana	PNC Baseline Road, Western Australia.	Long-unburnt mallees to 4.5 metres tall. Bark mostly minniritchi, but thick and layered on lower stems. Leaves dull, blue-green, some glaucous. Fruit size variable. About 100 plants, growing  in dense mulga shrubland on a flat of hard red loam (shallow soil over outcropping stone). AD PERTH Seed Photos	-30.1452777777778	124.114166666667	Eucalyptus	Symphyomyrtus	Bisectae	Curviptera	Orbifoliae	websteriana		E_websteriana_4
